"date" "size"
1986-10-20 0.131641788043833
1986-10-20 0.138420626324195
1986-10-20 0.134685338644349
1986-10-20 0.134148690488956
1986-10-20 0.141013499130967
1986-10-20 0.142487625631756
1986-10-20 0.126914112243344
1986-10-20 0.158314098171605
1986-10-20 0.162250460470271
1986-10-20 0.163556150234727
1986-10-20 0.158870470756204
1986-10-20 0.163542072192247
1986-10-20 0.161774486455827
1986-10-20 0.16001947885242
1986-10-20 0.162717998648599
1986-10-20 0.158994414736934
1986-10-20 0.16236291721485
1986-10-20 0.164647936610315
1986-10-20 0.158334513345519
1986-10-20 0.160781499503707
1986-10-20 0.162449208096366
1986-10-20 0.189929637043457
1986-10-20 0.189059917082328
1986-10-20 0.190779986700451
1986-10-20 0.183871011968161
1986-10-20 0.197491975215109
1986-10-20 0.177334049037496
1986-10-20 0.183494169070988
1986-10-20 0.179739745116593
1986-10-20 0.194941727623092
1986-10-20 0.190223324447677
1986-10-20 0.183879461690289
1986-10-20 0.200819318879135
1986-10-20 0.184401450363145
1986-10-20 0.187347314456803
1986-10-20 0.194375745115418
1986-10-20 0.186858620484091
1986-10-20 0.18894519766701
1986-10-20 0.184994245851659
1986-10-20 0.190989840849804
1986-10-20 0.187794317731605
1986-10-20 0.188118944733112
1986-10-20 0.187878550926662
1986-10-20 0.219208983378047
1986-10-20 0.216836525205987
1986-10-20 0.213145077018125
1986-10-20 0.214399631143261
1986-10-20 0.213268841576911
1986-10-20 0.210905903112574
1986-10-20 0.220927432611682
1986-10-20 0.207886502656512
1986-10-20 0.212694486743152
1986-10-20 0.208514691429697
1986-10-20 0.218602817269145
1986-10-20 0.21835858745553
1986-10-20 0.218077742372061
1986-10-20 0.219696915592112
1986-10-20 0.203131787172632
1986-10-20 0.201384779284758
1986-10-20 0.202392244379978
1986-10-20 0.206508985338151
1986-10-20 0.215428386087701
1986-10-20 0.211735083007349
1986-10-20 0.213853846992217
1986-10-20 0.214623684779814
1986-10-20 0.212140910149656
1986-10-20 0.204104869565482
1986-10-20 0.212229690338678
1986-10-20 0.211713478750479
1986-10-20 0.206344103120162
1986-10-20 0.207745087173815
1986-10-20 0.207767794791563
1986-10-20 0.208537148855509
1986-10-20 0.214952672590136
1986-10-20 0.216394907217963
1986-10-20 0.207655976766049
1986-10-20 0.212843584229973
1986-10-20 0.207850997465127
1986-10-20 0.213978390866501
1986-10-20 0.209860687578045
1986-10-20 0.213104276498677
1986-10-20 0.217959293020379
1986-10-20 0.244156423240208
1986-10-20 0.236196127694318
1986-10-20 0.243053690335596
1986-10-20 0.23453557434061
1986-10-20 0.240494795300583
1986-10-20 0.238850119913036
1986-10-20 0.231300551722358
1986-10-20 0.240787531893126
1986-10-20 0.229327127525796
1986-10-20 0.231663335229999
1986-10-20 0.234811108631814
1986-10-20 0.241904349063676
1986-10-20 0.235078521148569
1986-10-20 0.241196974945114
1986-10-20 0.238684224056592
1986-10-20 0.241264837451957
1986-10-20 0.241545738517294
1986-10-20 0.237149378531031
1986-10-20 0.232405550720503
1986-10-20 0.241747753741872
1986-10-20 0.239743656593421
1986-10-20 0.236344891084734
1986-10-20 0.237542849560357
1986-10-20 0.236961243542022
1986-10-20 0.244621315133453
1986-10-20 0.227822035073972
1986-10-20 0.239585616315769
1986-10-20 0.239001925000804
1986-10-20 0.235286539803798
1986-10-20 0.232275538400604
1986-10-20 0.235902288447626
1986-10-20 0.236208161738079
1986-10-20 0.238884933520153
1986-10-20 0.241590657576041
1986-10-20 0.242583340259917
1986-10-20 0.235454008226613
1986-10-20 0.235884899187493
1986-10-20 0.232993776020163
1986-10-20 0.234096173022706
1986-10-20 0.235863483599331
1986-10-20 0.232837278548315
1986-10-20 0.238284331703654
1986-10-20 0.238466463849876
1986-10-20 0.230947696076578
1986-10-20 0.239753049277693
1986-10-20 0.237004947234804
1986-10-20 0.231305674785535
1986-10-20 0.242645613017768
